Response	Predictor	Species	median	lower95	upper95	significant
dist_braycurtis	Osse_6	Osse	-0.325763992028129	-0.670584235148201	-0.00597692177522466	TRUE
dist_braycurtis	Osse_7	Osse	-0.0598381331923244	-0.385427637134292	0.25382760114218	FALSE
dist_braycurtis	Osse_8	Osse	0.121004332370955	-0.227010853758784	0.449603978333485	FALSE
dist_braycurtis	Osse_9	Osse	0.148744652930902	-0.177739100939968	0.4869913993607	FALSE
dist_braycurtis	Raca_1	Raca	0.0734811491228858	-0.264673015830503	0.403643968282862	FALSE
dist_braycurtis	Raca_10	Raca	-0.085626356376805	-0.427060648433796	0.23413386991276	FALSE
dist_braycurtis	Raca_2	Raca	0.165083333545126	-0.169141973086747	0.50966938397665	FALSE
dist_braycurtis	Raca_3	Raca	-0.0393694617809287	-0.373789863329623	0.292792343552184	FALSE
dist_braycurtis	Raca_4	Raca	-0.10024383668461	-0.400920614152096	0.211191169841534	FALSE
dist_braycurtis	Raca_5	Raca	0.0724144666563661	-0.241687715673993	0.380106728530697	FALSE
dist_braycurtis	Raca_6	Raca	-0.153118639344496	-0.480481177177815	0.174383450624054	FALSE
dist_braycurtis	Raca_7	Raca	0.0445098599071376	-0.325856365292948	0.448335562140135	FALSE
dist_braycurtis	Raca_8	Raca	0.0600209477563423	-0.240262570909363	0.382857605218528	FALSE
dist_braycurtis	Raca_9	Raca	-0.0290734256791431	-0.408211233591816	0.369670323151536	FALSE
dist_braycurtis	Rapi_3	Rapi	0.0276303278370821	-0.337726014921586	0.424838715153134	FALSE
dist_braycurtis	Rapi_4	Rapi	-0.169008196640811	-0.55574518065721	0.186057387580171	FALSE
dist_braycurtis	Rapi_6	Rapi	0.137203099585751	-0.236164381767573	0.513533259392899	FALSE
dist_braycurtis	Rhma_1	Rhma	-0.0994119923107156	-0.415736501200985	0.228356315161376	FALSE
dist_braycurtis	Rhma_2	Rhma	-0.0261817798069194	-0.360719114536286	0.283046212573947	FALSE
dist_braycurtis	Rhma_3	Rhma	0.0802369904581877	-0.243828432971485	0.418610095036715	FALSE
dist_braycurtis	Rhma_5	Rhma	-0.000498675987493886	-0.314660223961013	0.326377181271295	FALSE
dist_braycurtis	Rhma_8	Rhma	0.0601982777012697	-0.252430491643688	0.387648058170318	FALSE
dist_braycurtis	Rhma_9	Rhma	-0.00995018847753289	-0.344508247837797	0.307624580384216	FALSE
dist_unweighted_unifrac	Anbo_1	Anbo	-0.00120209630235297	-0.121189887811668	0.102168546221734	FALSE
dist_unweighted_unifrac	Anbo_10	Anbo	-0.0169134556298246	-0.151472052698289	0.0747151503283441	FALSE
dist_unweighted_unifrac	Anbo_2	Anbo	0.0163247961627835	-0.077912474877001	0.147973908908152	FALSE
dist_unweighted_unifrac	Anbo_3	Anbo	-8.91227632963406e-06	-0.115410261193719	0.107870683393048	FALSE
dist_unweighted_unifrac	Anbo_4	Anbo	0.0141180066227206	-0.0736486413876989	0.141956511798246	FALSE
dist_unweighted_unifrac	Anbo_5	Anbo	-0.0060344773943368	-0.12494478787842	0.0908655324631674	FALSE
dist_unweighted_unifrac	Anbo_6	Anbo	-0.00595049771013311	-0.129489206222888	0.0838731541431805	FALSE
dist_unweighted_unifrac	Anbo_7	Anbo	-0.00827816554422363	-0.13469012967452	0.0866476060933354	FALSE
dist_unweighted_unifrac	Anbo_8	Anbo	0.00337214266238661	-0.0942380584313786	0.121223177774993	FALSE
dist_unweighted_unifrac	Anbo_9	Anbo	0.0034883814322962	-0.0916795609145698	0.125553340913011	FALSE
dist_unweighted_unifrac	Osse_1	Osse	-0.00988910919727683	-0.139726953754465	0.0875266616674041	FALSE
dist_unweighted_unifrac	Osse_10	Osse	-0.0145590112850274	-0.147127639335058	0.0835600845300427	FALSE
dist_unweighted_unifrac	Osse_2	Osse	0.0531806691680494	-0.0425295451525914	0.228019647036409	FALSE
dist_unweighted_unifrac	Osse_3	Osse	-0.0107973611028599	-0.147301594053055	0.092491089597827	FALSE
dist_unweighted_unifrac	Osse_4	Osse	-0.0435626434368047	-0.200933500778197	0.0434862909003789	FALSE
dist_unweighted_unifrac	Osse_5	Osse	0.0104751866610143	-0.0797536580061393	0.142463252629799	FALSE
dist_unweighted_unifrac	Osse_6	Osse	-0.0330492571682163	-0.193361809560258	0.0538615201373574	FALSE
dist_unweighted_unifrac	Osse_7	Osse	0.0112821050114585	-0.0834431693602724	0.144418740692139	FALSE
dist_unweighted_unifrac	Osse_8	Osse	0.0103545939756008	-0.0850151224850369	0.150869770329599	FALSE
dist_unweighted_unifrac	Osse_9	Osse	0.0240485006782144	-0.0709157395492094	0.178265806800654	FALSE
dist_unweighted_unifrac	Raca_1	Raca	0.0126841411812618	-0.0876385778029596	0.143615867283268	FALSE
dist_unweighted_unifrac	Raca_10	Raca	0.00538084843015324	-0.096319810998279	0.134261403217556	FALSE
dist_unweighted_unifrac	Raca_2	Raca	0.00250764858755296	-0.105078719264803	0.127046566789173	FALSE
dist_unweighted_unifrac	Raca_3	Raca	-0.01286551180324	-0.158271091895623	0.0791668456039898	FALSE
dist_unweighted_unifrac	Raca_4	Raca	-0.0140830219875273	-0.148055304454477	0.0771461738788874	FALSE
dist_unweighted_unifrac	Raca_5	Raca	-0.00268719646249049	-0.126284220402121	0.0946435159752732	FALSE
dist_unweighted_unifrac	Raca_6	Raca	0.00024180153502636	-0.115853782277563	0.110183632824	FALSE
dist_unweighted_unifrac	Raca_7	Raca	0.0029082849658571	-0.108803045247675	0.137856031887046	FALSE
dist_unweighted_unifrac	Raca_8	Raca	0.0193560938347416	-0.0753466598368066	0.151098494658525	FALSE
dist_unweighted_unifrac	Raca_9	Raca	-0.0138178882703917	-0.160830880399199	0.0995609481626023	FALSE
dist_unweighted_unifrac	Rapi_3	Rapi	0.00363131433840859	-0.107381794309135	0.13012458625597	FALSE
dist_unweighted_unifrac	Rapi_4	Rapi	5.06677197197694e-05	-0.113369164275549	0.121517516593515	FALSE
dist_unweighted_unifrac	Rapi_6	Rapi	-0.00258957987344415	-0.126793485674761	0.109065838496472	FALSE
dist_unweighted_unifrac	Rhma_1	Rhma	-0.0195095754571549	-0.160424952365374	0.0761140478942466	FALSE
dist_unweighted_unifrac	Rhma_2	Rhma	-0.00432853473062751	-0.121910929641834	0.102618637295196	FALSE
dist_unweighted_unifrac	Rhma_3	Rhma	0.0168777125643974	-0.0804008669857509	0.153242206622955	FALSE
dist_unweighted_unifrac	Rhma_5	Rhma	-0.0254953259789618	-0.172454021360042	0.061724856161594	FALSE
dist_unweighted_unifrac	Rhma_8	Rhma	0.013151482307449	-0.0832187453161895	0.149984229318447	FALSE
dist_unweighted_unifrac	Rhma_9	Rhma	0.015578591938264	-0.0844296147259808	0.154348192447332	FALSE
dist_weighted_unifrac	Anbo_1	Anbo	-0.200327659890395	-0.509046554954808	0.0894196009325166	FALSE
dist_weighted_unifrac	Anbo_10	Anbo	0.0132338715857736	-0.277827765581721	0.290300295738347	FALSE
dist_weighted_unifrac	Anbo_2	Anbo	0.344839535633998	0.0703575181560197	0.63569812952808	TRUE
dist_weighted_unifrac	Anbo_3	Anbo	0.235290097433406	-0.0784917172545048	0.531213626227589	FALSE
dist_weighted_unifrac	Anbo_4	Anbo	0.359165556676841	0.0673870740958234	0.632995881236358	TRUE
dist_weighted_unifrac	Anbo_5	Anbo	-0.0759571989119224	-0.376093834366165	0.195605922711562	FALSE
dist_weighted_unifrac	Anbo_6	Anbo	-0.376779140029323	-0.669339790881147	-0.084654985399945	TRUE
dist_weighted_unifrac	Anbo_7	Anbo	-0.333723739398777	-0.643318348057679	-0.01080999120487	TRUE
dist_weighted_unifrac	Anbo_8	Anbo	-0.0375185991030955	-0.330495251510647	0.252591106009252	FALSE
dist_weighted_unifrac	Anbo_9	Anbo	0.0918665408262158	-0.181768914306479	0.386231149630761	FALSE
dist_weighted_unifrac	Osse_1	Osse	-0.125110518494672	-0.426993606403581	0.185255165406775	FALSE
dist_weighted_unifrac	Osse_10	Osse	-0.081312952619741	-0.369004950134193	0.231327803658362	FALSE
dist_weighted_unifrac	Osse_2	Osse	0.562686887756984	0.260192776406425	0.894723546386843	TRUE
dist_weighted_unifrac	Osse_3	Osse	0.00730980011033833	-0.322020334384517	0.301846661611133	FALSE
dist_weighted_unifrac	Osse_4	Osse	-0.207678570536099	-0.507662415422058	0.0976640368332568	FALSE
dist_weighted_unifrac	Osse_5	Osse	-0.138395680380602	-0.439833776478854	0.151535081165905	FALSE
dist_weighted_unifrac	Osse_6	Osse	-0.260102705037615	-0.574871953054892	0.0364333938255502	FALSE
dist_weighted_unifrac	Osse_7	Osse	0.0114656624965832	-0.301461940955495	0.305234921895937	FALSE
dist_weighted_unifrac	Osse_8	Osse	0.181632092229413	-0.140881519736703	0.497809466958853	FALSE
dist_weighted_unifrac	Osse_9	Osse	0.0491306834256707	-0.277409020677213	0.347322435820091	FALSE
dist_weighted_unifrac	Raca_1	Raca	-0.00111402340125898	-0.316894098150958	0.296748892885979	FALSE
dist_weighted_unifrac	Raca_10	Raca	-0.0154146277444192	-0.315452350636815	0.301055130508185	FALSE
dist_weighted_unifrac	Raca_2	Raca	0.16173468290288	-0.14222208297338	0.474981663595239	FALSE
dist_weighted_unifrac	Raca_3	Raca	-0.0576237866485477	-0.357688073242019	0.25358084421635	FALSE
dist_weighted_unifrac	Raca_4	Raca	-0.107063396852607	-0.386317762286207	0.178485747436619	FALSE
dist_weighted_unifrac	Raca_5	Raca	0.047508277122946	-0.244185063789636	0.335213031539853	FALSE
dist_weighted_unifrac	Raca_6	Raca	-0.219944969073876	-0.514226200652829	0.0774648388731082	FALSE
dist_weighted_unifrac	Raca_7	Raca	0.00260372994032487	-0.365141485475333	0.354483189198564	FALSE
dist_weighted_unifrac	Raca_8	Raca	0.183583132725681	-0.100562097489257	0.472960028292498	FALSE
dist_weighted_unifrac	Raca_9	Raca	-0.00771920613027404	-0.368457643559823	0.332885683683339	FALSE
dist_weighted_unifrac	Rapi_3	Rapi	-0.0305295375071407	-0.400453847110965	0.329896421590344	FALSE
dist_weighted_unifrac	Rapi_4	Rapi	-0.0896234427311759	-0.458859223210986	0.252829604698949	FALSE
dist_weighted_unifrac	Rapi_6	Rapi	0.11395882625667	-0.232953363660567	0.477820010966313	FALSE
dist_weighted_unifrac	Rhma_1	Rhma	-0.110706490881172	-0.426131914121825	0.194363453569659	FALSE
dist_weighted_unifrac	Rhma_2	Rhma	-0.0660721758970061	-0.377246335339862	0.255340984323519	FALSE
dist_weighted_unifrac	Rhma_3	Rhma	0.0463035637605883	-0.256755402162979	0.363926680617515	FALSE
dist_weighted_unifrac	Rhma_5	Rhma	-0.0173714047260722	-0.333044894059914	0.277513204487872	FALSE
dist_weighted_unifrac	Rhma_8	Rhma	0.0667328574713798	-0.245697302160904	0.363681699094924	FALSE
dist_weighted_unifrac	Rhma_9	Rhma	0.0750300657572739	-0.23013603273485	0.385992761279494	FALSE
inhibRich	Anbo_1	Anbo	-0.0425570363339665	-1.09867727854082	0.999214116451938	FALSE
inhibRich	Anbo_10	Anbo	0.19377660597218	-0.758568377273685	1.29882107059771	FALSE
inhibRich	Anbo_2	Anbo	-0.0546854128347371	-1.14709986138556	0.962406193545013	FALSE
inhibRich	Anbo_3	Anbo	0.0618380422800123	-0.916200867346987	1.12811398575688	FALSE
inhibRich	Anbo_4	Anbo	-0.273151248826945	-1.52359305039871	0.602157900579257	FALSE
inhibRich	Anbo_5	Anbo	-0.0118245901099148	-1.01358539522233	1.01701777765995	FALSE
inhibRich	Anbo_6	Anbo	-0.191643355624188	-1.32709578723396	0.70752640938701	FALSE
inhibRich	Anbo_7	Anbo	-0.00265429841164796	-1.10447871756185	1.11719003199958	FALSE
inhibRich	Anbo_8	Anbo	0.0155802097447486	-1.01138466280722	1.03756233203476	FALSE
inhibRich	Anbo_9	Anbo	0.326979543624605	-0.54739097516682	1.58405164054498	FALSE
inhibRich	Osse_1	Osse	0.351559274861659	-0.604591602387059	1.76529400372532	FALSE
inhibRich	Osse_10	Osse	-0.282094898710644	-1.7126784393507	0.618596294745035	FALSE
inhibRich	Osse_2	Osse	0.48905159551909	-0.50393230832751	1.91386134754061	FALSE
inhibRich	Osse_3	Osse	-0.173393616878215	-1.47296574789828	0.833977050207588	FALSE
inhibRich	Osse_4	Osse	0.00803850316785622	-1.06352078201773	1.16354787223914	FALSE
inhibRich	Osse_5	Osse	-0.311390343788877	-1.67201178056605	0.673684809234296	FALSE
inhibRich	Osse_6	Osse	0.473763540243044	-0.468445749560206	1.96715232295415	FALSE
inhibRich	Osse_7	Osse	0.251603850735187	-0.789802482473326	1.58412943401771	FALSE
inhibRich	Osse_8	Osse	-0.212695719307774	-1.63124668615545	0.770649545757914	FALSE
inhibRich	Osse_9	Osse	-0.533730520498858	-2.13581609442011	0.458430802382718	FALSE
inhibRich	Raca_1	Raca	-0.562686653610275	-2.01275039248476	0.419024534693923	FALSE
inhibRich	Raca_10	Raca	0.427515422933954	-0.538494334211608	1.81456382968736	FALSE
inhibRich	Raca_2	Raca	0.0216229144537162	-1.07257595639567	1.14746979040152	FALSE
