#SampleID	Original_SampleID	Bd_inhibition	Host-species	Life-stage	Region	Study	RDP2.3_taxonomy	RDP_confidence	Uclust_taxonomy	Uclust_confidence	GenBank_accession	Mariannaea_inhibition	Rhizomucor_inhibition
Litorianannotis-inhibitory_1	JD3	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	1	KJ191393		
Litorianannotis-inhibitory_11	JD30	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1	KJ191414		
Litorianannotis-inhibitory_12	JD31	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67	KJ191415		
Litorianannotis-inhibitory_13	JD32	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67	KJ191416		
Litorianannotis-inhibitory_14	JD33	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67	KJ191417		
Litorianannotis-inhibitory_15	JD34	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.67	KJ191418		
Litorianannotis-ns_5	JD35	ns	Litorianannotis	Adult	Queensland	15	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	1	KJ191419		
Litorianannotis-ns_6	JD36	ns	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67	KJ191420		
Litoriaserrata-inhibitory_8	JD38	inhibitory	Litoriaserrata	Adult	Queensland	15	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KJ191421		
Litoriaserrata-ns_3	JD39	ns	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.92	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KJ191422		
Litorianannotis-inhibitory_2	JD4	inhibitory	Litorianannotis	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1	KJ191394		
Litoriaserrata-ns_4	JD40	ns	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KJ191423		
Litorianannotis-ns_7	JD41	ns	Litorianannotis	Adult	Queensland	15	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__luteus	0.67	KJ191424		
Litoriaserrata-ns_5	JD42	ns	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.93	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1	KJ191425		
Litoriaserrata-inhibitory_9	JD43	inhibitory	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67	KJ191426		
Litoriaserrata-ns_1	JD5	ns	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	1	KJ191395		
Litoriaserrata-inhibitory_1	JD7	inhibitory	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Silvimonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	1	KJ191396		
Litoriaserrata-inhibitory_2	JD8	inhibitory	Litoriaserrata	Adult	Queensland	15	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia	0.67	KJ191397		
Litoriaserrata-ns_2	JD9	ns	Litoriaserrata	Adult	Queensland	15	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	1	KJ191398		
Agalychniscallidryas-inhibitory_1	KC853196	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	0.95	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	0.67	KC853196		
Agalychniscallidryas-ns_1	KC853197	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cedecea	0.85	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	KC853197		
Agalychniscallidryas-ns_2	KC853198	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.67	KC853198		
Agalychniscallidryas-ns_3	KC853199	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KC853199		
Agalychniscallidryas-ns_4	KC853200	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia	0.94	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	0.67	KC853200		
Agalychniscallidryas-ns_5	KC853201	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67	KC853201		
Agalychniscallidryas-inhibitory_2	KC853202	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KC853202		
Agalychniscallidryas-inhibitory_3	KC853203	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67	KC853203		
Agalychniscallidryas-ns_6	KC853204	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	1	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__	1	KC853204		
Agalychniscallidryas-ns_7	KC853205	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	1	KC853205		
Agalychniscallidryas-ns_8	KC853206	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	0.67	KC853206		
Agalychniscallidryas-ns_9	KC853207	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardiaceae;Gordonia	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Gordonia; s__	0.67	KC853207		
Agalychniscallidryas-ns_10	KC853208	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Arthrobacter	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__	1	KC853208		
Agalychniscallidryas-ns_11	KC853209	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	1	KC853209		
Agalychniscallidryas-inhibitory_4	KC853210	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	1	KC853210		
Agalychniscallidryas-ns_12	KC853211	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	0.67	KC853211		
Agalychniscallidryas-ns_13	KC853212	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	1	KC853212		
Agalychniscallidryas-ns_14	KC853213	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KC853213		
Agalychniscallidryas-ns_15	KC853214	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Cupriavidus; s__	0.67	KC853214		
Agalychniscallidryas-ns_16	KC853215	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__	0.67	KC853215		
Agalychniscallidryas-inhibitory_5	KC853216	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	0.67	KC853216		
Agalychniscallidryas-ns_17	KC853217	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.92	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67	KC853217		
Agalychniscallidryas-ns_18	KC853218	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KC853218		
Agalychniscallidryas-ns_19	KC853219	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1	KC853219		
Agalychniscallidryas-inhibitory_6	KC853220	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67	KC853220		
Agalychniscallidryas-ns_20	KC853221	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	KC853221		
Agalychniscallidryas-ns_21	KC853222	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	0.67	KC853222		
Agalychniscallidryas-ns_22	KC853223	ns	Agalychniscallidryas	Adult	Belize	16	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	1	KC853223		
Agalychniscallidryas-inhibitory_7	KC853224	inhibitory	Agalychniscallidryas	Adult	Belize	16	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.97	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1	KC853224		
Agalychniscallidryas-ns_23	KC853107	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KC853107		
Agalychniscallidryas-ns_24	KC853108	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KC853108		
Agalychniscallidryas-ns_26	KC853109	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii	1	KC853109		
Agalychniscallidryas-ns_27	KC853110	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.67	KC853110		
Agalychniscallidryas-inhibitory_8	KC853111	inhibitory	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	0.67	KC853111		
Agalychniscallidryas-inhibitory_9	KC853112	inhibitory	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Empedobacter	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__	1	KC853112		
Agalychniscallidryas-ns_28	KC853113	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter	0.93	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1	KC853113		
Agalychniscallidryas-ns_29	KC853114	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter	0.97	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1	KC853114		
Agalychniscallidryas-ns_30	KC853115	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Tsukamurellaceae;Tsukamurella	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	1	KC853115		
Agalychniscallidryas-ns_31	KC853116	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1	KC853116		
Agalychniscallidryas-inhibitory_10	KC853117	inhibitory	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	KC853117		
Agalychniscallidryas-ns_32	KC853118	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	1	KC853118		
Agalychniscallidryas-ns_33	KC853119	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__	0.67	KC853119		
Agalychniscallidryas-ns_34	KC853120	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	1	KC853120		
Agalychniscallidryas-ns_35	KC853121	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	1	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum	1	KC853121		
Agalychniscallidryas-ns_36	KC853122	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	0.67	KC853122		
Agalychniscallidryas-inhibitory_11	KC853123	inhibitory	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	0.67	KC853123		
Agalychniscallidryas-ns_37	KC853124	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__	1	KC853124		
Agalychniscallidryas-ns_38	KC853125	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1	KC853125		
Agalychniscallidryas-ns_39	KC853126	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__	1	KC853126		
Agalychniscallidryas-inhibitory_12	KC853127	inhibitory	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.91	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	KC853127		
Agalychniscallidryas-ns_40	KC853128	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__	0.67	KC853128		
Agalychniscallidryas-inhibitory_13	KC853129	inhibitory	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax	0.67	KC853129		
Agalychniscallidryas-ns_41	KC853130	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__	1	KC853130		
Agalychniscallidryas-ns_42	KC853131	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Chryseobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__	1	KC853131		
Agalychniscallidryas-ns_44	KC853132	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Flavobacterium	1	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__	0.67	KC853132		
Agalychniscallidryas-ns_45	KC853133	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus	1	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__	1	KC853133		
Agalychniscallidryas-ns_46	KC853134	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.67	KC853134		
Agalychniscallidryas-ns_48	KC853135	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1	KC853135		
Agalychniscallidryas-inhibitory_14	KC853136	inhibitory	Agalychniscallidryas	Adult	Captive	17	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__	0.67	KC853136		
Agalychniscallidryas-ns_25	KF444797	ns	Agalychniscallidryas	Sub-adult	Captive	17	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae;Dietzia	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae; g__Dietzia	0.67	KF444797		
Agalychniscallidryas-ns_43	KF444798	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	KF444798		
Agalychniscallidryas-ns_47	KF444799	ns	Agalychniscallidryas	Adult	Captive	17	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__	1	KF444799		
