	faith_pd
1788.mck116Pre.3Buma.10	17.12529848007
1788.mck303Post.1Osse.5	12.112020623
1788.mck756Post.10Raca.4	20.606787115219994
1788.mck463Post.4Osse.3	13.563015822639999
1788.mck624Post.7Osse.2	38.531762419916
1788.mck170Pre.4Buma.11	13.371653678309999
1788.mck295Post.1Bubo.7	8.77078673178
1788.mck427Post.4Raca.10	25.368443247760002
1788.mck43Pre.1Bubo.10	12.62528038238
1788.mck526Post.6Raca.3	15.156674731739997
1788.mck146Pre.2Osse.7	19.579632650119997
1788.mck199Pre.3Osse.7	8.26142604179
1788.mck302Post.1Osse.4	10.746305519049999
1788.mck759Post.10Raca.7	26.52717671783
1788.mck230Pre.5Rapi.7	18.156655915398403
1788.mck117Pre.3Buma.11	18.14774611738
1788.mck197Pre.3Osse.5	12.681982848444003
1788.mck89Pre.1Osse.3	9.253095081940002
1788.mck462Post.4Osse.2	17.71861281846
1788.mck343Post.2Bubo.2	8.133687543759999
1788.mck372Post.3Buma.1	17.867659199840002
1788.mck294Post.1Bubo.6	7.285361288979999
1788.mck684Post.8Osse.7	23.429245557740003
1788.mck251Pre.4Osse.6	13.059069927762
1788.mck625Post.7Osse.3	15.57574321396
1788.mck793Post.11Bubo.10	14.330335008196004
1788.mck350Post.2Bubo.9	14.121064992370002
1788.mck393Post.3Rapi.11	5.64325342137
1788.mck797Post.10Osse.4	12.415345845801996
1788.mck599Post.7Buma.10	19.197217011130004
1788.mck677Post.8Bubo.10	14.467240719760003
1788.mck779Post.10Rapi.6	25.839653023359986
1788.mck223Pre.5Buma.11	18.88644785631999
1788.mck492Post.5Rapi.1	11.328926430639997
1788.mck451Post.4Bubo.1	11.653168084399999
1788.mck173Pre.4Rapi.3	15.542319977709997
1788.mck542Post.6Buma.9	16.88168945831
1788.mck323Post.2Buma.5	17.42268932384
1788.mck101Pre.3Raca.5	15.98659274444
1788.mck240Pre.5Bubo.5	13.28570304818
1788.mck551Post.6Rapi.7	16.938770562189998
1788.mck805Post.10Control.Holtfreter	5.738060469080001
1788.mck428Post.4Buma.1	17.92920816753
1788.mck575Post.6Osse.9	23.219692686040002
1788.mck628Post.7Osse.6	12.933445352708997
1788.mck486Post.5Buma.6	16.31091330123
1788.mck23Pre.1Rapi.2	11.268449444960002
1788.mck236Pre.5Bubo.1	11.052997524090001
1788.mck13Pre.1Buma.3	18.667302778350003
1788.mck90Pre.1Osse.4	8.06967468248
1788.mck806Post.10Control.Crickets	27.687131148339997
1788.mck544Post.6Buma.11	19.76547022155
1788.mck222Pre.5Buma.10	15.390546290700003
1788.mck487Post.5Buma.7	15.845370237029998
1788.mck286Post.1Rapi.10	11.214909867069998
1788.mck322Post.2Buma.4	15.950991807410002
1788.mck550Post.6Rapi.6	20.426988228581997
1788.mck574Post.6Osse.8	37.52625791871801
1788.mck585Post.7Raca.6	13.306711542501999
1788.mck711Post.9Rapi.3	17.24459227224
1788.mck614Post.7Bubo.2	8.97942043246
1788.mck53Pre.2Raca.10	18.264846332790007
1788.mck484Post.5Buma.4	17.68033448409
1788.mck528Post.6Raca.5	18.682004710559998
1788.mck426Post.4Raca.9	18.75892220861
1788.mck453Post.4Bubo.3	10.292071508589999
1788.mck543Post.6Buma.10	17.29144336695
1788.mck6Pre.1Raca.6	16.70080387244
1788.mck381Post.3Buma.10	7.235336190090001
1788.mck615Post.7Bubo.3	11.72049494471
1788.mck710Post.9Rapi.2	27.596697215810003
1788.mck785Post.10Rapi.12	15.396476269239997
1788.mck110Pre.3Buma.4	17.821360361960004
1788.mck360Post.2Osse.9	10.910972218689999
1788.mck485Post.5Buma.5	21.826545093300005
1788.mck132Pre.3Bubo.3	11.897609701390003
1788.mck730Post.9Osse.1	16.626762014382
1788.mck737Post.9Osse.8	17.364668024459995
1788.mck452Post.4Bubo.2	11.688052048310002
1788.mck299Post.1Osse.1	12.875046806159999
1788.mck496Post.5Rapi.5	8.440679441599999
1788.mck455Post.4Bubo.5	11.616349317011998
1788.mck275Post.1Buma.10	12.827899519899997
1788.mck482Post.5Buma.2	16.346850917019992
1788.mck106Pre.3Raca.10	17.034193673119997
1788.mck622Post.7Bubo.10	14.29068835362
1788.mck454Post.4Bubo.4	13.016510971489998
1788.mck641Post.8Raca.6	14.508965565099995
1788.mck72Pre.2Rapi.8	10.61768463804
1788.mck483Post.5Buma.3	17.121111004470002
1788.mck736Post.9Osse.7	22.485901791690008
1788.mck183Pre.4Bubo.1	16.28317045807
1788.mck688Post.9Raca.1	18.689816235422
1788.mck298Post.1Bubo.10	10.918852459370001
1788.mck339Post.2Rapi.10	8.718386264720001
1788.mck777Post.10Rapi.4	13.707123575742
1788.mck287Post.1Rapi.11	18.13093998139
1788.mck791Post.11Bubo.8	14.084305642790001
1788.mck457Post.4Bubo.7	8.452868828279998
1788.mck799Post.10Osse.6	17.848403193421998
1788.mck715Post.9Rapi.7	14.72910050722
1788.mck706Post.9Buma.9	19.557556316499994
1788.mck481Post.5Buma.1	16.6314394648
1788.mck734Post.9Osse.5	10.0488730628
1788.mck144Pre.2Osse.5	9.779215908989997
1788.mck255Pre.4Osse.10	4.681639833929999
1788.mck456Post.4Bubo.6	8.935298960119997
1788.mck533Post.6Raca.10	14.27733750362
1788.mck245Pre.5Bubo.10	12.08039481756
1788.mck271Post.1Buma.6	14.717756219130003
1788.mck419Post.4Raca.2	17.815183237931997
1788.mck714Post.9Rapi.6	17.27957243721
1788.mck509Post.5Bubo.6	10.092836173240002
1788.mck306Post.1Osse.8	12.435553026210004
1788.mck568Post.6Osse.2	20.550493725551995
1788.mck600Post.7Buma.11	26.444685409650006
1788.mck458Post.4Bubo.8	9.432709955019998
1788.mck341Post.2Rapi.12	12.2012996439
1788.mck448Post.4Rapi.10	7.208473306320001
1788.mck800Post.10Osse.7	13.05198164165
1788.mck801Post.10Osse.8	12.922290705969992
1788.mck307Post.1Osse.9	8.65755627232
1788.mck569Post.6Osse.3	19.47261504642
1788.mck516Post.5Osse.3	13.642754315190004
1788.mck459Post.4Bubo.9	8.81860746067
1788.mck73Pre.2Rapi.9	18.109357077339993
1788.mck356Post.2Osse.5	18.316303700200002
1788.mck718Post.9Rapi.10	15.740448310499994
1788.mck155Pre.4Raca.6	27.099442754679995
1788.mck480Post.5Raca.10	11.83292023097
1788.mck351Post.2Bubo.10	14.722034598869998
1788.mck52Pre.2Raca.9	16.47109382977001
1788.mck440Post.4Rapi.2	8.71955296975
1788.mck729Post.9Bubo.10	11.74106590805
1788.mck511Post.5Bubo.8	10.28379347465
1788.mck135Pre.3Bubo.6	9.462361724660001
1788.mck32Pre.1Rapi.11	12.212883349970005
1788.mck738Post.9Osse.9	20.017083989210004
1788.mck259Post.1Raca.4	14.342900976640001
1788.mck436Post.4Buma.9	20.63430236485999
1788.mck538Post.6Buma.5	20.868705647170003
1788.mck441Post.4Rapi.3	13.504697423312006
1788.mck527Post.6Raca.4	24.569643102829996
1788.mck164Pre.4Buma.5	16.77143179348
1788.mck762Post.10Raca.10	25.82166489147
1788.mck192Pre.4Bubo.10	12.592976214910003
1788.mck361Post.2Osse.10	16.451651357943
1788.mck595Post.7Buma.6	20.50270988807
1788.mck226Pre.5Rapi.3	12.926672094739999
1788.mck100Pre.3Raca.4	10.549635345949998
1788.mck510Post.5Bubo.7	8.7278813421
1788.mck683Post.8Osse.6	14.037943774452
1788.mck172Pre.4Rapi.2	11.797143470186
1788.mck698Post.9Buma.1	20.569957463229997
1788.mck247Pre.4Osse.2	12.128112188650002
1788.mck344Post.2Bubo.3	11.36395730432
1788.mck631Post.7Osse.9	16.4519275916
1788.mck675Post.8Bubo.8	7.939687263010001
1788.mck651Post.8Buma.6	20.867279829710004
1788.mck566Post.6Bubo.10	11.404166090770003
1788.mck748Post.10Bubo.5	14.391216276969999
1788.mck352Post.2Osse.1	12.90249578738
1788.mck91Pre.1Osse.5	9.987827079170003
1788.mck719Post.9Rapi.11	21.68228515219
1788.mck532Post.6Raca.9	18.631981679030005
1788.mck630Post.7Osse.8	16.664669053386998
1788.mck681Post.8Osse.4	11.639886054671999
1788.mck7Pre.1Raca.7	13.061035888720001
1788.mck489Post.5Buma.9	21.238742394150005
1788.mck696Post.9Raca.9	19.618239626900003
1788.mck261Post.1Raca.6	17.30624181522
1788.mck763Post.10Buma.1	18.592540601270006
1788.mck410Post.3Osse.6	16.927593682342
1788.mck449Post.4Rapi.11	12.386203478779999
1788.mck444Post.4Rapi.6	12.531932075680002
1788.mck783Post.10Rapi.10	22.643722143469994
1788.mck488Post.5Buma.8	16.771650883579998
1788.mck591Post.7Buma.2	18.18471291069
1788.mck121Pre.3Rapi.4	8.14382501297
1788.mck111Pre.3Buma.5	19.080196006820007
1788.mck445Post.4Rapi.7	16.98347536821
1788.mck411Post.3Osse.7	13.485804197839999
1788.mck354Post.2Osse.3	9.9445788233
1788.mck47Pre.2Raca.4	12.116032081
1788.mck136Pre.3Bubo.7	9.49217006902
1788.mck606Post.7Rapi.6	22.397370741540005
1788.mck746Post.10Bubo.3	17.167224006509997
1788.mck621Post.7Bubo.9	22.224183864576005
1788.mck119Pre.3Rapi.2	12.400576565090002
1788.mck431Post.4Buma.4	18.06068733326
1788.mck156Pre.4Raca.7	24.10094772090999
1788.mck51Pre.2Raca.8	29.644600158019987
1788.mck633Post.7Control.Mold1	18.229814993341993
1788.mck44Pre.2Raca.1	19.99103040133
1788.mck607Post.7Rapi.7	17.8032465804
1788.mck657Post.8Rapi.1	11.715120356812
1788.mck2Pre.1Raca.2	16.59851392998
1788.mck80Pre.2Bubo.4	11.483020094626001
1788.mck576Post.6Osse.10	16.704219084332
1788.mck638Post.8Raca.3	18.770322031641996
1788.mck373Post.3Buma.2	15.808501458699999
1788.mck49Pre.2Raca.6	17.062331219462003
1788.mck342Post.2Bubo.1	12.65331692963
1788.mck775Post.10Rapi.2	17.74565260106999
1788.mck525Post.6Raca.2	18.37624082426
1788.mck400Post.3Bubo.6	8.996904522539998
1788.mck557Post.6Bubo.1	9.866760571990001
1788.mck604Post.7Rapi.4	11.279003741389998
1788.mck27Pre.1Rapi.6	13.934332833550002
1788.mck443Post.4Rapi.5	11.77414446096
1788.mck65Pre.2Rapi.1	17.3355939235
1788.mck433Post.4Buma.6	16.670361330089996
1788.mck556Post.6Rapi.12	12.197194510560003
1788.mck115Pre.3Buma.11	26.630008261619995
1788.mck17Pre.1Buma.7	16.199409048650004
1788.mck390Post.3Rapi.8	14.3256918538
1788.mck177Pre.4Rapi.7	14.138265171279999
1788.mck401Post.3Bubo.7	9.66500397263
1788.mck605Post.7Rapi.5	14.37588146207
1788.mck369Post.3Raca.8	16.782489415289998
1788.mck611Post.7Rapi.11	17.788458770741997
1788.mck750Post.10Bubo.8	14.351580400540001
1788.mck442Post.4Rapi.4	11.650749474985004
1788.mck24Pre.1Rapi.3	10.54528045239
1788.mck795Post.10Osse.2	25.44182492331999
1788.mck751Post.10Bubo.9	9.423677609
1788.mck503Post.5Rapi.12	19.306409338790008
1788.mck140Pre.2Osse.1	10.038339866950002
1788.mck752Post.10Bubo.10	12.79231380406
1788.mck297Post.1Bubo.9	13.288694543830001
1788.mck70Pre.2Rapi.6	14.890867992200004
1788.mck610Post.7Rapi.10	15.250088052959999
1788.mck405Post.3Osse.1	17.03519921475
1788.mck506Post.5Bubo.3	5.92345663302
1788.mck654Post.8Buma.9	20.206762877400003
1788.mck122Pre.3Rapi.5	14.991504399540004
1788.mck204Pre.5Raca.2	12.70413722054
1788.mck201Pre.3Osse.9	13.43626291478
1788.mck220Pre.5Buma.8	18.581005186510005
1788.mck377Post.3Buma.6	11.677644400419998
1788.mck346Post.2Bubo.5	8.916036744932
1788.mck143Pre.2Osse.4	11.371599531980001
1788.mck309Post.2Raca.1	24.92202624479
1788.mck603Post.7Rapi.3	13.015765767509997
1788.mck368Post.3Raca.7	9.88876621955
1788.mck686Post.8Osse.9	8.29211487342
1788.mck296Post.1Bubo.8	12.31465580938
1788.mck647Post.8Buma.2	16.55408219392
1788.mck398Post.3Bubo.4	14.324622512949999
1788.mck691Post.9Raca.4	25.237129067779993
1788.mck182Pre.4Rapi.12	18.30090454987001
1788.mck338Post.2Rapi.9	15.533122176379997
1788.mck728Post.9Bubo.9	10.6134869288
1788.mck128Pre.3Rapi.11	16.558857417020008
1788.mck187Pre.4Bubo.5	10.488969159850004
1788.mck740Post.9Control.Cricket	32.30635619500001
1788.mck228Pre.5Rapi.5	11.180107366169999
1788.mck513Post.5Bubo.10	10.403011479869999
1788.mck593Post.7Buma.4	18.320063151209993
1788.mck739Post.9Osse.10	14.853501601891999
1788.mck202Pre.3Osse.10	9.70905023283
1788.mck225Pre.5Rapi.2	13.61102592394
1788.mck407Post.3Osse.3	10.62227368991
1788.mck215Pre.5Buma.3	13.172682476190003
1788.mck708Post.9Buma.11	13.832096090320002
1788.mck249Pre.4Osse.4	7.1505897223199995
1788.mck191Pre.4Bubo.9	12.094081631900002
1788.mck375Post.3Buma.4	15.033985658120002
1788.mck504Post.5Bubo.1	10.621955764820001
1788.mck148Pre.2Osse.9	12.454318676460002
1788.mck264Post.1Raca.9	20.644939176869993
1788.mck406Post.3Osse.2	20.12525083293
1788.mck523Post.5Osse.10	13.165188132279997
1788.mck180Pre.4Rapi.10	13.011461905260004
1788.mck601Post.7Rapi.1	18.908848586290006
1788.mck268Post.1Buma.3	16.055366751630004
1788.mck189Pre.4Bubo.7	14.966640329120004
1788.mck160Pre.4Buma.1	17.205005295929997
1788.mck320Post.2Buma.2	14.658124243629997
1788.mck632Post.7Osse.10	12.688813251269998
1788.mck63Pre.2Buma.10	17.495158522460002
1788.mck334Post.2Rapi.5	12.402358070179996
1788.mck71Pre.2Rapi.7	10.429215389308402
1788.mck370Post.3Raca.9	13.96995826458
1788.mck546Post.6Rapi.2	14.92422476828
1788.mck437Post.4Buma.10	13.69373574993
1788.mck637Post.8Raca.2	18.18025437606
1788.mck634Post.7Conrol.Mold2	11.21420788826
1788.mck163Pre.4Buma.4	17.5798414757
1788.mck131Pre.3Bubo.2	9.06318719613
1788.mck321Post.2Buma.3	16.683042606329998
1788.mck329Post.2Buma.11	17.76439367528
1788.mck421Post.4Raca.4	29.80023698432001
1788.mck547Post.6Rapi.3	16.159304273062002
1788.mck256Post.1Raca.1	15.22432315413
1788.mck221Pre.5Buma.9	21.323144024039994
1788.mck151Pre.4Raca.2	17.799859947979996
1788.mck200Pre.3Osse.8	12.824852425989999
1788.mck205Pre.5Raca.3	13.91683570934
1788.mck679Post.8Osse.2	20.411986261342
1788.mck190Pre.4Bubo.8	9.126360237110005
1788.mck336Post.2Rapi.7	11.894608887503402
1788.mck277Post.1Rapi.1	14.306040929490003
1788.mck214Pre.5Buma.2	14.88634299592
1788.mck786Post.11Bubo.1	16.00491392481
1788.mck379Post.3Buma.8	14.30889860166
1788.mck522Post.5Osse.9	8.410607868969999
1788.mck186Pre.4Bubo.4	13.69552467962
1788.mck617Post.7Bubo.5	12.556154547622002
1788.mck188Pre.4Bubo.6	8.73828984986
1788.mck519Post.5Osse.6	10.071673259950002
1788.mck501Post.5Rapi.10	12.597657539819997
1788.mck423Post.4Raca.6	19.160890542352
1788.mck137Pre.3Bubo.8	15.29178802029
1788.mck212Pre.5Raca.10	23.566310957210003
1788.mck535Post.6Buma.2	15.928105889660003
1788.mck157Pre.4Raca.8	23.338649563569994
1788.mck371Post.3Raca.10	15.71528221057
1788.mck616Post.7Bubo.4	8.94280668796
1788.mck50Pre.2Raca.7	10.23024395647
1788.mck545Post.6Rapi.1	18.307336969600005
1788.mck668Post.8Rapi.12	12.202811264629997
1788.mck284Post.1Rapi.8	15.73980648349
1788.mck378Post.3Buma.7	14.402527222460002
1788.mck319Post.2Buma.1	16.97925757955
1788.mck565Post.6Bubo.9	7.71040270886
1788.mck656Post.8Buma.11	19.702629991299993
1788.mck324Post.2Buma.6	10.963363340719999
1788.mck648Post.8Buma.3	20.237159223719996
1788.mck330Post.2Rapi.1	34.524989249396
1788.mck415Post.3NA	31.661664453940006
1788.mck337Post.2Rapi.8	15.75989895637
1788.mck250Pre.4Osse.5	12.777463080370001
1788.mck669Post.8Bubo.1	11.51548933811
1788.mck285Post.1Rapi.9	14.525724896435998
1788.mck81Pre.2Bubo.5	9.836904039890001
1788.mck554Post.6Rapi.10	24.460487665400002
1788.mck645Post.8Raca.10	21.299659116719994
1788.mck701Post.9Buma.4	21.354898655120007
1788.mck564Post.6Bubo.8	13.56813105521
1788.mck666Post.8Rapi.10	15.84279785663
1788.mck3Pre.1Raca.3	14.639389972360002
1788.mck325Post.2Buma.7	14.853054588800001
1788.mck235Pre.5Rapi.12	12.889583204189998
1788.mck494Post.5Rapi.3	9.91783341679
1788.mck16Pre.1Buma.6	18.563497438360002
1788.mck54Pre.2Buma.1	19.768068155869997
1788.mck388Post.3Rapi.6	10.322299373780004
1788.mck96Pre.1Osse.10	14.322876829480002
1788.mck317Post.2Raca.9	24.855390943859994
1788.mck613Post.7Bubo.1	9.32882383608
1788.mck39Pre.1Bubo.6	10.088962443840002
1788.mck664Post.8Rapi.8	13.263522440300003
1788.mck274Post.1Buma.9	19.013567685659996
1788.mck328Post.2Buma.10	12.68057690483
1788.mck332Post.2Rapi.3	13.655060765619998
1788.mck609Post.7Rapi.9	13.590219066330002
1788.mck59Pre.2Buma.6	16.61870978054
1788.mck267Post.1Buma.2	15.392673503280005
1788.mck86Pre.2Bubo.10	9.1952695001
1788.mck365Post.3Raca.4	16.801130894489997
1788.mck389Post.3Rapi.7	12.176277682240398
1788.mck703Post.9Buma.6	18.92188653315001
1788.mck57Pre.2Buma.4	20.470807712500008
1788.mck727Post.9Bubo.8	11.258774149330002
1788.mck127Pre.3Rapi.10	12.448295788270006
1788.mck782Post.10Rapi.9	16.205897109471998
1788.mck316Post.2Raca.8	10.115757864219999
1788.mck583Post.7Raca.4	24.522004178829985
1788.mck289Post.1Bubo.1	6.737214559959999
1788.mck37Pre.1Bubo.4	12.552082313980002
1788.mck608Post.7Rapi.8	18.51061386964999
1788.mck176Pre.4Rapi.6	17.19206830584
1788.mck105Pre.3Raca.10	27.923395512200006
1788.mck676Post.8Bubo.9	8.802474283030001
1788.mck652Post.8Buma.7	16.269280096940005
1788.mck476Post.5Raca.6	8.184472671372001
1788.mck507Post.5Bubo.4	7.841382708389999
1788.mck384Post.3Rapi.2	12.860473951820001
1788.mck340Post.2Rapi.11	13.838616117459996
1788.mck672Post.8Bubo.4	9.13973653754
1788.mck244Pre.5Bubo.9	12.476412141360003
1788.mck260Post.1Raca.5	33.176984371711995
1788.mck690Post.9Raca.3	27.374517328872003
1788.mck434Post.4Buma.7	12.996174412229996
1788.mck94Pre.1Osse.8	12.24978917949
1788.mck531Post.6Raca.8	13.49256581912
1788.mck477Post.5Raca.7	10.318644231029998
1788.mck588Post.7Raca.9	10.554243581379998
1788.mck385Post.3Rapi.3	10.104799257762
1788.mck673Post.8Bubo.5	22.4882926782
1788.mck597Post.7Buma.8	18.06421764702
1788.mck162Pre.4Buma.3	17.21345100696
1788.mck590Post.7Buma.1	20.304995616879996
1788.mck792Post.11Bubo.9	11.903098388970001
1788.mck374Post.3Buma.3	17.37695279635
1788.mck687Post.8Osse.10	17.081622899802
1788.mck149Pre.2Osse.10	9.05634304852
1788.mck237Pre.5Bubo.2	8.973371684860002
1788.mck650Post.8Buma.5	19.910265977103
1788.mck474Post.5Raca.4	20.388780561921994
1788.mck304Post.1Osse.6	17.182832341752
1788.mck262Post.1Raca.7	20.64975228708
1788.mck695Post.9Raca.8	15.267917406560002
1788.mck269Post.1Buma.4	15.709235294480003
1788.mck623Post.7Osse.1	22.804041303479007
1788.mck682Post.8Osse.5	16.908240223329997
1788.mck414Post.3Osse.10	12.429508567180001
1788.mck699Post.9Buma.2	15.512941233500003
1788.mck292Post.1Bubo.4	13.00205516199
1788.mck114Pre.3Buma.8	23.028474360689998
1788.mck305Post.1Osse.7	14.512152543909998
1788.mck760Post.10Raca.8	20.83654959331601
1788.mck475Post.5Raca.5	19.375668323382
1788.mck592Post.7Buma.3	20.773731767050005
1788.mck241Pre.5Bubo.6	12.94288914095
