	faith_pd
1788.mck747Post.10Bubo.4	9.399672398122
1788.mck498Post.5Rapi.7	16.717034454453998
1788.mck353Post.2Osse.2	15.858693671950002
1788.mck293Post.1Bubo.5	9.610259696380004
1788.mck276Post.1Buma.11	17.760831255859998
1788.mck33Pre.1Rapi.12	9.572745263289997
1788.mck98Pre.3Raca.2	15.510019075142997
1788.mck263Post.1Raca.8	14.653461587252002
1788.mck145Pre.2Osse.6	11.265154803710002
1788.mck743Post.9Control.Mold	15.039242749519996
1788.mck472Post.5Raca.2	9.32356291913
1788.mck83Pre.2Bubo.7	7.91783315678
1788.mck548Post.6Rapi.4	14.090016333940001
1788.mck761Post.10Raca.9	25.573343840829995
1788.mck446Post.4Rapi.8	14.884131201239995
1788.mck639Post.8Raca.4	21.339262443479996
1788.mck382Post.3Buma.11	14.24170479609
1788.mck124Pre.3Rapi.7	10.374347517070001
1788.mck470Post.4Osse.10	14.756335589669998
1788.mck412Post.3Osse.8	26.781638733309993
1788.mck355Post.2Osse.4	11.393461005662
1788.mck749Post.10Bubo.6	13.317832138819998
1788.mck252Pre.4Osse.7	15.86857441624
1788.mck515Post.5Osse.2	20.089613057736
1788.mck594Post.7Buma.5	19.97347182167
1788.mck741Post.9Control.SterileWater	6.38135365677
1788.mck499Post.5Rapi.8	16.128807543
1788.mck765Post.10Buma.3	19.52503146136
1788.mck549Post.6Rapi.5	16.69338691337
1788.mck318Post.2Raca.10	18.92138083916
1788.mck473Post.5Raca.3	7.707942223500001
1788.mck413Post.3Osse.9	16.2084072904
1788.mck447Post.4Rapi.9	27.412639808450002
1788.mck539Post.6Buma.6	17.740301900849996
1788.mck174Pre.4Rapi.4	12.700908309370003
1788.mck31Pre.1Rapi.10	15.03355006585
1788.mck627Post.7Osse.5	21.360539391749995
1788.mck21Pre.1Buma.11	17.66695944445
1788.mck512Post.5Bubo.9	14.9615180771
1788.mck40Pre.1Bubo.7	9.4896480198
1788.mck139Pre.3Bubo.10	10.60477751497
1788.mck653Post.8Buma.8	19.058616511239993
1788.mck300Post.1Osse.2	12.06924391992
1788.mck213Pre.5Buma.1	17.825636003260005
1788.mck596Post.7Buma.7	17.7168151009
1788.mck20Pre.1Buma.10	17.107673906389998
1788.mck357Post.2Osse.6	9.920496327692002
1788.mck709Post.9Rapi.1	13.876517416210001
1788.mck36Pre.1Bubo.3	9.581348567070002
1788.mck626Post.7Osse.4	16.663622872652
1788.mck66Pre.2Rapi.2	14.510708439900005
1788.mck9Pre.1Raca.9	18.612271090349996
1788.mck79Pre.2Bubo.3	7.916604086060001
1788.mck56Pre.2Buma.3	17.185840876279997
1788.mck14Pre.1Buma.4	17.177538430949994
1788.mck435Post.4Buma.8	14.3816932981
1788.mck301Post.1Osse.3	12.075431347499999
1788.mck471Post.5Raca.1	8.994628360459998
1788.mck450Post.4Rapi.12	14.684069044609998
1788.mck530Post.6Raca.7	12.793364975831999
1788.mck312Post.2Raca.4	11.900416099440001
1788.mck203Pre.5Raca.1	16.86752143543
1788.mck283Post.1Rapi.7	12.496847751490002
1788.mck580Post.7Raca.1	22.656385659811992
1788.mck587Post.7Raca.8	17.85549147589
1788.mck700Post.9Buma.3	17.117357023159997
1788.mck562Post.6Bubo.6	10.54272778794
1788.mck82Pre.2Bubo.6	9.135192402840001
1788.mck359Post.2Osse.8	10.51042096329
1788.mck165Pre.4Buma.6	16.646293139499996
1788.mck598Post.7Buma.9	18.67010859293
1788.mck788Post.11Bubo.5	15.080660801432005
1788.mck778Post.10Rapi.5	17.793278796849997
1788.mck99Pre.3Raca.3	20.029517083915998
1788.mck46Pre.2Raca.3	26.983959013469992
1788.mck397Post.3Bubo.3	10.48850646324
1788.mck495Post.5Rapi.4	11.098506578070005
1788.mck424Post.4Raca.7	17.67796501613
1788.mck282Post.1Rapi.6	11.840370284760002
1788.mck97Pre.3Raca.1	13.713446240059998
1788.mck508Post.5Bubo.5	9.605155739812
1788.mck313Post.2Raca.5	13.281131644739999
1788.mck270Post.1Buma.5	18.62992771554
1788.mck660Post.8Rapi.4	9.66934892858
1788.mck418Post.4Raca.1	11.39908266668
1788.mck154Pre.4Raca.5	25.762725141479994
1788.mck563Post.6Bubo.7	12.25018751641
1788.mck735Post.9Osse.6	16.228831792910004
1788.mck649Post.8Buma.4	20.04157448859999
1788.mck396Post.3Bubo.2	9.96425486023
1788.mck642Post.8Raca.7	13.257418397709998
1788.mck721Post.9Bubo.1	8.015693096069999
1788.mck134Pre.3Bubo.5	9.165384405060001
1788.mck76Pre.2Rapi.12	15.909898430970006
1788.mck705Post.9Buma.8	15.629251134620004
1788.mck560Post.6Bubo.4	6.913520026310001
1788.mck754Post.10Raca.2	20.207373604782
1788.mck281Post.1Rapi.5	11.889246797249996
1788.mck582Post.7Raca.3	12.726220160699999
1788.mck439Post.4Rapi.1	10.94041620791
1788.mck540Post.6Buma.7	16.687705286519996
1788.mck722Post.9Bubo.2	9.280749157250002
1788.mck75Pre.2Rapi.11	16.842562209380006
1788.mck395Post.3Bubo.1	11.730465681830001
1788.mck409Post.3Osse.5	11.216340021290002
1788.mck497Post.5Rapi.6	10.827870520199998
1788.mck175Pre.4Rapi.5	19.153409703309997
1788.mck553Post.6Rapi.9	10.36959805889
1788.mck773Post.10Buma.11	19.143578211851995
1788.mck15Pre.1Buma.5	13.409773498590003
1788.mck577Post.6Control.Crickets	31.404942241029993
1788.mck561Post.6Bubo.5	11.263336128552005
1788.mck280Post.1Rapi.4	6.24803470239
1788.mck78Pre.2Bubo.2	8.520447567319998
1788.mck8Pre.1Raca.8	8.132455636569999
1788.mck662Post.8Rapi.6	18.153422396082
1788.mck67Pre.2Rapi.3	12.02216268029
1788.mck272Post.1Buma.7	12.900533906969999
1788.mck25Pre.1Rapi.4	18.35460679646
1788.mck64Pre.2Buma.11	19.13293801452
1788.mck408Post.3Osse.4	9.279869618042
1788.mck723Post.9Bubo.3	14.976470980380004
1788.mck640Post.8Raca.5	20.20646901059
1788.mck333Post.2Rapi.4	13.677522273590002
1788.mck74Pre.2Rapi.10	11.49506825245
1788.mck552Post.6Rapi.8	19.48325706165
1788.mck364Post.3Raca.3	16.05945967146
1788.mck491Post.5Buma.11	16.83872102994
1788.mck529Post.6Raca.6	12.25248894782
1788.mck168Pre.4Buma.12	22.26743065374001
1788.mck490Post.5Buma.10	16.45179795849
1788.mck724Post.9Bubo.4	13.622141750050002
1788.mck104Pre.3Raca.8	16.885508596380003
1788.mck541Post.6Buma.8	16.35426023122
1788.mck420Post.4Raca.3	13.736071786571998
1788.mck193Pre.3Osse.1	8.99292453666
1788.mck584Post.7Raca.5	20.118451115219997
1788.mck717Post.9Rapi.9	17.050178137402
1788.mck704Post.9Buma.7	14.58400615166
1788.mck731Post.9Osse.2	46.570710374896
1788.mck142Pre.2Osse.3	9.852824632860003
1788.mck725Post.9Bubo.5	12.230528339930002
1788.mck41Pre.1Bubo.8	12.250102244166001
1788.mck755Post.10Raca.3	28.67248236274199
1788.mck273Post.1Buma.8	15.603265820919995
1788.mck726Post.9Bubo.6	9.286282996819999
1788.mck248Pre.4Osse.3	14.76757134292
1788.mck425Post.4Raca.8	27.629020482970002
1788.mck493Post.5Rapi.2	6.135799822700001
1788.mck358Post.2Osse.7	26.197339274105993
1788.mck429Post.4Buma.2	16.73725268419
1788.mck158Pre.4Raca.11	24.474191326649994
1788.mck232Pre.5Rapi.9	27.149924962546002
1788.mck62Pre.2Buma.10	21.8800517693
1788.mck798Post.10Osse.5	18.713209964089994
1788.mck567Post.6Osse.1	21.209184152242
1788.mck479Post.5Raca.9	16.300915760339997
1788.mck586Post.7Raca.7	28.166924682912995
1788.mck643Post.8Raca.8	22.782782686610005
1788.mck159Pre.4Raca.10	21.56936014062
1788.mck478Post.5Raca.8	10.532330520390001
1788.mck500Post.5Rapi.9	12.10531588212
1788.mck211Pre.5Raca.12	21.89896102798
1788.mck125Pre.3Rapi.8	12.604136485340002
1788.mck246Pre.4Osse.1	17.836972873030003
