SampleID	Bd_load	Bd_load_sd	Bd_load2	Bd_load_sd2	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac	mass_g
1788.mck125Pre.3Rapi.8	0	0	0	0	0	Rapi	8	Pre	Control	Rapi_8	3	1	70	72.625	2.91329148930342	12.60413648534	0.7092	0.578891454505309	0.448399395429799	0.506920748936636	0.476145902595447	0.215581040424195	9	0.1835	0.0306563246497004	0.265112735702691	0.171224465147464	-0.278715356873631	0.5317133307876	-0.14823646586007	28.2435767413032	22.4601025692088	18.6125584250713	25
1788.mck230Pre.5Rapi.7	0	0	0	0	0	Rapi	7	Pre	Control	Rapi_7	5	1	112	150.153846153846	3.66127649751845	18.1566559153984	0.7122	0.549563160057816	0.219077608303241	0.372125965165852	0.426352716287713	0.224021113322656	10	0.4785	-0.218023653686801	-0.11286559942414	0.135923082155322	0.144953830977132	0.189362172021524	0.00547740048040554	28.2435767413032	22.4601025692088	18.6125584250713	20
1788.mck699Post.9Buma.2	0	0	0	0	0	Rhma	2	Post	Bd-exposed	Rhma_2	14	0	111	134.4	3.73443866912083	15.5129412335	0.3407	0.320201056857126	0.131559659823944	0.393659304496323	0.334640914015602	0.2267001808447	9	0.3261	-0.39819384084087	-0.424652737567476	-0.146188551299976	-0.14466685877348	-0.294837191689614	0.0438729184993614	28.2435767413032	22.4601025692088	18.6125584250713	65
1788.mck320Post.2Buma.2	0	0	0	0	0	Rhma	2	Post	Bd-exposed	Rhma_2	7	0	113	122.166666666667	4.8851935283586	14.65812424363	0.5166	0.490746107838721	0.313811820302752	0.464960556844865	0.398859820776001	0.223602895451906	13	0.4397	-0.208910590373645	-0.285151958029634	0.0778122459287303	-0.109218679036812	-0.247644926902185	0.0149421149972194	28.2435767413032	22.4601025692088	18.6125584250713	65
1788.mck73Pre.2Rapi.9	0	0	0	0	0	Rapi	9	Pre	Bd-exposed	Rapi_9	2	1	117	138	3.29802782947809	18.10935707734	0.6313	0.564926269836517	0.226771786008227	0.489343944381431	0.394928852426541	0.217913967070036	15	0.7192	0.028945358089125	-0.0111457644990204	0.144740455475335	-0.246713260844709	0.271752704352665	0.0454640304813824	28.2435767413032	22.4601025692088	18.6125584250713	24
1788.mck18Pre.1Buma.8	0	0	0	0	0	Rhma	8	Pre	Bd-exposed	Rhma_8	1	0	135	170.769230769231	4.5648712032833	15.78807753835	NA	NA	NA	0.450944384708358	0.379906634183472	0.197342808154701	14	0.3468	-0.154240730479514	-0.26524126262349	-0.0668428437455314	-0.248691811159696	-0.319468664603511	0.00619454500771701	28.2435767413032	22.4601025692088	18.6125584250713	110
1788.mck51Pre.2Raca.8	0	0	0	0	0	Raca	8	Pre	Control	Raca_8	2	0	198	219.576923076923	4.31684759977548	29.64460015802	0.6907	0.795751995663221	0.462934951478548	0.391393373602566	0.515683712184356	0.269619111484754	11	0.1015	0.329547598748731	-1.29543724507558	0.268482392880072	-0.431079397003885	0.410079965018339	0.372017074789325	28.2435767413032	22.4601025692088	18.6125584250713	95
1788.mck649Post.8Buma.4	0	0	0	0	0	Rhma	4	Post	Bd-exposed	Rhma_4	13	1	141	155	4.55024063574751	20.0415744886	0.259	0.297971319078907	0.0942106573775856	0.36703396401941	0.28291117912487	0.14097409337468	10	0.3227	-0.327630175360418	-0.575023393627337	-0.0158594383641057	-0.0346250155071448	-0.163365085027159	0.0821945891257623	28.2435767413032	22.4601025692088	18.6125584250713	92
1788.mck631Post.7Osse.9	0	0	0	0	0	Osse	9	Post	Control	Osse_9	12	0	96	102.875	3.5254536437288	16.4519275916	0.4794	0.563066824259801	0.237541857591324	0.59146177652188	0.433443957985745	0.306242916393283	6	0.5526	0.0624015506214293	0.0393828761863492	0.189816274129986	0.579958319853701	0.449634059713644	-0.161876386134459	28.2435767413032	22.4601025692088	18.6125584250713	14
1788.mck422Post.4Raca.5	0	0	0	0	0	Raca	5	Post	Bd-exposed	Raca_5	9	0	91	121.666666666667	3.46547043218382	13.09176684534	0.6944	0.530839868664055	0.550501619655176	0.3730841108919	0.407885403644938	0.229919259226783	8	0.4252	-0.265974307717919	0.00768503673909128	0.248278003017225	-0.00627052011581799	-0.160857251476429	0.193932397764185	28.2435767413032	22.4601025692088	18.6125584250713	94
