#SampleID	Bd_load	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	future_max_bd_load	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical
1788.mck344Post.2Bubo.3	6.333333333	1	Anbo	3	Post	Bd-exposed	Anbo_3	7	0	7	70	73.5	3.967272804	11.3639573	0.4905	0.549420499	0.195396376	1.087205683	0.717441692	0.578242618	9	0.2986	0.30672595	0.412340986	-0.001027366	0.078925936	-0.241777164	-0.067171276	28.24357674	22.46010257	18.61255843
1788.mck548Post.6Rapi.4	0	0	Rapi	4	Post	Control	Rapi_4	11	0		90	113.1	3.082345838	14.09001633	0.3441	0.487440082	0.140533832	1.251879039	0.885479168	0.978327949	10	0.533	-0.283780073	-0.037542207	-0.146551603	0.211899384	-0.043521384	-0.00243951	28.24357674	22.46010257	18.61255843
1788.mck151Pre.4Raca.2	0	0	Raca	2	Pre	Bd-exposed	Raca_2	4	0	0	112	120.75	3.678521904	17.79985995	0.7378	0.599833944	0.48813012	1.703019902	0.783985004	1.649976527	9	0.1401	0.056288258	-0.168470759	0.268895701	-0.334167762	0.573701338	0.502228714	28.24357674	22.46010257	18.61255843
1788.mck580Post.7Raca.1	0	0	Raca	1	Post	Bd-exposed	Raca_1	12	0	1.333333333	143	172.2916667	3.843768253	22.65638566	0.5919	0.754793094	0.414954395	1.075464783	0.898561416	0.89405553	11	0.3774	-0.568684292	-0.604294964	0.164575709	0.087770791	0.35881685	0.290967853	28.24357674	22.46010257	18.61255843
1788.mck33Pre.1Rapi.12	0	0	Rapi	12	Pre	Bd-exposed	Rapi_12	1	1		66	93.2	3.09084987	9.572745263				0.833456549	0.611316967	0.540129663	15	0.2246	0.308648541	0.319746819	0.232463047	-0.465415091	-0.23099902	0.035902534	28.24357674	22.46010257	18.61255843
1788.mck472Post.5Raca.2	0	0	Raca	2	Post	Bd-exposed	Raca_2	10	0	0	58	58	4.191207678	9.323562919	0.7587	0.642463632	0.456729909	1.462136926	0.738950922	0.990727993	12	0.5966	-0.038647522	0.226326841	0.155006098	0.009286216	-0.308280311	-0.108007284	28.24357674	22.46010257	18.61255843
1788.mck419Post.4Raca.2	0	0	Raca	2	Post	Bd-exposed	Raca_2	9	0	0	112	134.2352941	3.097566075	17.81518324				1.024684017	0.642461338	0.700206785	9	0.4432	-0.390588547	-0.051659449	0.272905744	0.006901339	0.42296457	0.271741783	28.24357674	22.46010257	18.61255843
1788.mck342Post.2Bubo.1	3	1	Anbo	1	Post	Bd-exposed	Anbo_1	7	0	3.333333333	79	102.1	2.650102432	12.65331693	0.2879	0.569166621	0.151329248	1.45382047	0.90714908	1.022770476	9	0.6389	0.616561465	0.45306772	0.03502526	0.084174679	0.253747066	-0.14160315	28.24357674	22.46010257	18.61255843
1788.mck453Post.4Bubo.3	7	1	Anbo	3	Post	Bd-exposed	Anbo_3	9	0	7	62	84.66666667	2.595712776	10.29207151	0.517	0.38230971	0.342026443	1.097720343	0.640286569	1.042650849	9	0.838	0.374430217	0.556680464	-0.20117152	0.218150039	-0.253654889	-0.116630894	28.24357674	22.46010257	18.61255843
1788.mck768Post.10Buma.6	0	0	Rhma	6	Post	Bd-exposed	Rhma_6	16	1		154	187.0666667	4.705588096	20.41400745				0.964373657	0.663993919	0.595648621	10	0.302	-0.434474751	-0.752289806	-0.00524064	-0.116042637	-0.238500425	0.136277738	28.24357674	22.46010257	18.61255843
1788.mck411Post.3Osse.7	0	0	Osse	7	Post	Control	Osse_7	8	0		88	92.5	3.859935819	13.4858042	0.3932	0.631940987	0.246907274	1.051684959	0.662906298	0.611826546	15	0.3052	0.13376454	0.342024345	0.135719348	0.473011597	0.120558075	-0.14146874	28.24357674	22.46010257	18.61255843
1788.mck170Pre.4Buma.11	0	0	Rhma	11	Pre	Bd-exposed	Rhma_11	4	1		86	103.1	2.768458708	13.37165368	0.8112	0.635192895	0.447809867	0.975070098	0.9545302	1.217276985	8	0.0162	-0.553158651	-0.454654714	-0.337925248	-0.543830715	0.285120109	0.141629209	28.24357674	22.46010257	18.61255843
1788.mck315Post.2Raca.7	0	0	Raca	7	Post	Control	Raca_7	7	0		107	116	4.303612202	18.21759056	0.7028	0.532481373	0.378216294	1.157122705	0.854941489	0.892146812	10	0.3209	-0.026712025	-0.49961542	-0.050725532	-0.340920562	0.611208265	0.210723466	28.24357674	22.46010257	18.61255843
1788.mck719Post.9Rapi.11	0	0	Rapi	11	Post	Control	Rapi_11	14	1		147	150.9285714	4.541953221	21.68228515				1.075484432	0.659814407	0.60557657	18	0.4724	-0.194535746	-0.294347133	0.089192858	0.122902069	0.126605815	0.079937374	28.24357674	22.46010257	18.61255843
1788.mck735Post.9Osse.6	0	0	Osse	6	Post	Bd-exposed	Osse_6	14	0	0	120	140.6470588	3.531200613	16.22883179	0.2627	0.465031524	0.194121225	1.558749362	0.758158919	0.760520732	13	0.5217	0.408546983	0.223391737	4.92E-06	0.499058075	0.259418452	-0.264678153	28.24357674	22.46010257	18.61255843
1788.mck560Post.6Bubo.4	3.666666667	1	Anbo	4	Post	Bd-exposed	Anbo_4	11	0	9.333333333	36	36	3.487849381	6.913520026	0.5756	0.487533314	0.448315718	2.486540242	0.894147092	2.072530805	4	0.1852	0.097814914	0.437103979	-0.33495299	-0.016941065	-0.48990803	-0.005784257	28.24357674	22.46010257	18.61255843
1788.mck86Pre.2Bubo.10	0	0	Anbo	10	Pre	Control	Anbo_10	2	0		69	81	3.193174108	9.1952695	0.7208	0.546590336	0.324376444	1.510379427	0.617996521	1.276886476	11	0.54	0.507177297	0.700786627	-0.008128522	0.003092362	-0.350010042	-0.152185885	28.24357674	22.46010257	18.61255843
1788.mck639Post.8Raca.4	0	0	Raca	4	Post	Bd-exposed	Raca_4	13	0	1.333333333	142	194.9285714	3.959657526	21.33926244	0.596	0.523115697	0.383506337	0.898618972	0.606808985	0.471920141	14	0.5606	-0.137280839	-0.360090816	0.156666025	-0.047854551	0.216010109	0.105513174	28.24357674	22.46010257	18.61255843
1788.mck156Pre.4Raca.7	0	0	Raca	7	Pre	Control	Raca_7	4	0		152	220.9	3.920582032	24.10094772	0.775	0.448949452	0.428767141	1.295082068	0.522082181	0.921433274	5	0.0566	0.114377202	-0.442860531	-0.227344254	-0.557406079	0.751604106	0.165008063	28.24357674	22.46010257	18.61255843
1788.mck428Post.4Buma.1	0	0	Rhma	1	Post	Control	Rhma_1	9	0		118	135.5	3.959291311	17.92920817	0.3489	0.280761027	0.237167689	1.438287096	0.831741224	1.11267467	12	0.4012	-0.230043226	-0.416916601	-0.125971828	-0.139232974	-0.144434653	0.003392976	28.24357674	22.46010257	18.61255843
1788.mck507Post.5Bubo.4	0	0	Anbo	4	Post	Bd-exposed	Anbo_4	10	0	9.333333333	43	48	3.305953783	7.841382708	0.5195	0.508151593	0.274271367	1.560646553	0.741091013	0.742995215	5	0.5903	0.144583895	0.432657693	0.107249538	0.050098684	-0.22397811	-0.121463983	28.24357674	22.46010257	18.61255843
1788.mck766Post.10Buma.4	0	0	Rhma	4	Post	Bd-exposed	Rhma_4	16	1		132	155	4.514325443	19.71318685				1.522756516	0.570302793	0.759148361	11	0.122	-0.320957675	-0.517380741	-0.10705957	-0.160076739	-0.130513104	0.092630708	28.24357674	22.46010257	18.61255843
1788.mck562Post.6Bubo.6	2.333333333	1	Anbo	6	Post	Bd-exposed	Anbo_6	11	0	3.666666667	57	66.1	2.603788626	10.54272779	0.3314	0.357689653	0.179945349	1.614872347	0.7900716	1.01289581	5	0.7184	0.439267923	0.482808673	0.047234268	0.116310601	0.069375414	-0.141624029	28.24357674	22.46010257	18.61255843
1788.mck176Pre.4Rapi.6	0	0	Rapi	6	Pre	Control	Rapi_6	4	0		127	134.5	4.652118831	17.19206831	0.5684	0.570470916	0.300307377	1.473715211	0.680160637	0.924023335	17	0.2285	0.009148633	-0.050522891	-0.155499459	0.137540107	0.120837037	0.068692881	28.24357674	22.46010257	18.61255843
1788.mck503Post.5Rapi.12	0	0	Rapi	12	Post	Bd-exposed	Rapi_12	10	1		116	124.5	3.829945488	19.30640934	0.2979	0.536718485	0.146869665	1.216174203	0.94439552	0.631821075	10	0.1687	-0.200958688	-0.331882309	0.12600639	0.258411346	0.186589799	-0.022709507	28.24357674	22.46010257	18.61255843
1788.mck559Post.6Bubo.3	0	0	Anbo	3	Post	Bd-exposed	Anbo_3	11	0	7	76	80.2	4.551375581	11.39695083	0.7674	0.63525031	0.279095937	2.431866583	0.708440753	0.953124262	6	0.1607	0.037486782	0.207824321	-0.110145684	0.22311604	-0.128999044	-0.039561261	28.24357674	22.46010257	18.61255843
1788.mck187Pre.4Bubo.5	0	0	Anbo	5	Pre	Bd-exposed	Anbo_5	4	0	3.666666667	74	77.92857143	2.545836424	10.48896916	0.3886	0.366332539	0.133755011	1.576756791	0.669363413	1.584551742	10	0.6597	0.597653375	0.64065861	0.074901172	0.049316147	-0.197152271	-0.177996472	28.24357674	22.46010257	18.61255843
1788.mck205Pre.5Raca.3	0	0	Raca	3	Pre	Bd-exposed	Raca_3	5	0	1.666666667	90	94	4.369142506	13.91683571				0.957063393	0.664819715	0.652620797	8	0.2914	0.139666743	-0.06801349	0.160051513	-0.284203567	0.174686669	0.235431207	28.24357674	22.46010257	18.61255843
1788.mck773Post.10Buma.11	0	0	Rhma	11	Post	Bd-exposed	Rhma_11	16	1		136	165	3.648622998	19.14357821				1.144462857	0.789118908	0.66385227	11	0.5441	-0.472377558	-0.725816716	0.081723211	-0.075198453	-0.132729446	0.038561485	28.24357674	22.46010257	18.61255843
1788.mck124Pre.3Rapi.7	0	0	Rapi	7	Pre	Control	Rapi_7	3	1		73	76	3.913658171	10.37434752	0.582	0.479638807	0.377095225	1.210389905	0.708200186	0.759989763	11	0.4286	-0.016304757	0.34646818	0.192352686	-0.237786065	-0.472673373	-0.063528777	28.24357674	22.46010257	18.61255843
1788.mck676Post.8Bubo.9	0	0	Anbo	9	Post	Control	Anbo_9	13	0		55	62	2.83595843	8.802474283	0.8425	0.679347932	0.553774752	1.551341139	1.049495314	0.917980145	9	0.5693	0.290105927	0.290473519	-0.074303851	0.210028917	-0.301976013	-0.159490854	28.24357674	22.46010257	18.61255843
1788.mck730Post.9Osse.1	0	0	Osse	1	Post	Bd-exposed	Osse_1	14	0	0	113	138.6666667	4.548104103	16.62676201	0.3387	0.412915262	0.14832645	1.246368138	0.857642184	0.983059844	16	0.1875	0.131961928	-0.021376858	0.119612467	0.383890096	-0.416268588	-0.048989126	28.24357674	22.46010257	18.61255843
1788.mck275Post.1Buma.10	0	0	Rhma	10	Post	Control	Rhma_10	6	1		83	94.33333333	2.591965717	12.82789952	0.3509	0.356470526	0.150700564	1.159427037	0.71276391	1.089049364	8	0.2167	-0.432104332	-0.275109434	-0.385621656	-0.588315196	-0.128216848	0.051994202	28.24357674	22.46010257	18.61255843
1788.mck476Post.5Raca.6	0	0	Raca	6	Post	Bd-exposed	Raca_6	10	0	0	48	63	4.171715667	8.184472671	0.5947	0.67590698	0.37523166	0.955886422	0.755237759	0.941271536	10	0.484	-0.009550095	0.275407127	0.049640774	-0.115098683	-0.401451529	0.11562591	28.24357674	22.46010257	18.61255843
1788.mck680Post.8Osse.3	0	0	Osse	3	Post	Bd-exposed	Osse_3	13	0	0	119	123.6666667	5.117323581	17.82324797	0.4805	0.512248098	0.299076985	1.23333498	0.679790764	0.74427783	7	0.0355	-0.065235545	-0.30404465	0.212062173	0.416801264	-0.547747311	0.06188092	28.24357674	22.46010257	18.61255843
1788.mck359Post.2Osse.8	0	0	Osse	8	Post	Control	Osse_8	7	0		69	74	3.281090727	10.51042096	0.4932	0.38860313	0.236489539	1.503075158	0.782414598	1.286185652	10	0.1008	0.220345821	0.10995484	-0.225955974	0.440725	-0.311155583	-0.009464709	28.24357674	22.46010257	18.61255843
1788.mck347Post.2Bubo.6	1.666666667	1	Anbo	6	Post	Bd-exposed	Anbo_6	7	0	3.666666667	41	51.5	2.688018121	7.793605462	0.2184	0.320849413	0.077322117	1.467337645	0.81771823	1.082197759	4	0.6012	0.574841624	0.799411376	0.047702393	0.086300288	-0.284729067	-0.15157054	28.24357674	22.46010257	18.61255843
1788.mck728Post.9Bubo.9	0	0	Anbo	9	Post	Control	Anbo_9	14	0		70	92.75	4.002777696	10.61348693	0.4879	0.292410111	0.262980024	1.141758316	0.848569301	1.007380439	8	0.1952	0.038781753	0.23242585	0.066331133	0.117696474	-0.366858166	-0.125612515	28.24357674	22.46010257	18.61255843
1788.mck44Pre.2Raca.1	0	0	Raca	1	Pre	Bd-exposed	Raca_1	2	0	1.333333333	118	155.1875	3.75464953	19.9910304				0.854880236	0.746246738	0.682052946	8	0.1455	0.176482796	-0.223275624	0.266165419	-0.415157878	0.410331401	0.144299311	28.24357674	22.46010257	18.61255843
1788.mck285Post.1Rapi.9	0	0	Rapi	9	Post	Bd-exposed	Rapi_9	6	1		80	168	3.688948303	14.5257249	0.8673	0.711807003	0.723685613	1.341833925	0.674045857	0.943342667	12	0.718	-0.085043527	0.066130222	0.10273002	-0.075636119	0.156264886	0.001285269	28.24357674	22.46010257	18.61255843
1788.mck327Post.2Buma.9	0	0	Rhma	9	Post	Bd-exposed	Rhma_9	7	0	3.333333333	122	147.375	3.918546635	18.61406194	0.4955	0.465292384	0.245622524	1.858576033	0.867605753	0.549467997	9	0.265	-0.190621072	-0.439246607	-0.062384024	0.061720483	0.068094226	0.030862759	28.24357674	22.46010257	18.61255843
1788.mck423Post.4Raca.6	0	0	Raca	6	Post	Bd-exposed	Raca_6	9	0	0	112	148.25	3.731327934	19.16089054				1.388686261	0.637706001	0.918041733	12	0.3677	-0.019739542	-0.243586329	0.231551882	-0.25697414	0.333867054	0.302960384	28.24357674	22.46010257	18.61255843
1788.mck468Post.4Osse.8	0	0	Osse	8	Post	Control	Osse_8	9	0		102	123.8571429	4.22097009	14.31578802	0.3361	0.644325021	0.152205675	1.27599789	0.660610795	1.155265376	9	0.2083	0.192930565	0.063190568	-0.272528255	0.361403209	-0.272954328	-0.100131362	28.24357674	22.46010257	18.61255843
1788.mck84Pre.2Bubo.8	0	0	Anbo	8	Pre	Control	Anbo_8	2	0		68	83.16666667	3.468066882	9.34993385	0.4913	0.519664406	0.238309207	1.023730568	0.637673291	0.78834495	11	0.4103	0.488240588	0.554279831	-0.154422951	-0.033174317	-0.187525754	-0.095156546	28.24357674	22.46010257	18.61255843
1788.mck334Post.2Rapi.5	0	0	Rapi	5	Post	Bd-exposed	Rapi_5	7	1		73	77.2	3.66146195	12.40235807	0.6643	0.555458029	0.337095058	1.126321506	0.744520719	0.638695586	14	0.2885	-0.107220156	0.33504496	0.012227108	0.309627143	-0.402157258	-0.029841382	28.24357674	22.46010257	18.61255843
1788.mck427Post.4Raca.10	0	0	Raca	10	Post	Control	Raca_10	9	0		199	251.7837838	4.102062952	25.36844325	0.4485	0.562626284	0.223931083	1.137905863	0.742577261	1.122595887	21	0.2978	-0.047775476	-0.326210851	0.270114902	-0.076556172	0.405802579	0.38072674	28.24357674	22.46010257	18.61255843
1788.mck671Post.8Bubo.3	0	0	Anbo	3	Post	Bd-exposed	Anbo_3	13	0	7	72	79.5	4.29670995	11.43988674	0.6873	0.395259878	0.254274025	1.051480053	0.901851125	0.620487197	12	0.3736	0.280636775	0.076855207	0.161908613	0.066767783	-0.148719488	-0.187071762	28.24357674	22.46010257	18.61255843
1788.mck749Post.10Bubo.6	0	0	Anbo	6	Post	Bd-exposed	Anbo_6	15	0	3.666666667	76	83.33333333	3.384807899	13.31783214	0.5469	0.470113118	0.226370898	1.329487352	0.706951145	1.178367626	10	0.08	0.070516314	0.283683539	0.119774722	0.319771171	-0.050987671	-0.142206588	28.24357674	22.46010257	18.61255843
1788.mck778Post.10Rapi.5	0	0	Rapi	5	Post	Bd-exposed	Rapi_5	16	1		108	119.375	3.512770194	17.7932788				1.552720152	0.809211682	1.182542433	10	0.2044	-0.294725557	-0.012215584	0.238978666	0.293273494	0.477424627	-0.067499314	28.24357674	22.46010257	18.61255843
1788.mck531Post.6Raca.8	0	0	Raca	8	Post	Control	Raca_8	11	0		89	93.66666667	4.990726457	13.49256582	0.6503	0.483969848	0.502595141	0.950152811	0.769658023	0.948350145	10	0.2786	-0.043004698	-0.02199402	0.018965816	-0.306346071	0.10005728	0.199577965	28.24357674	22.46010257	18.61255843
1788.mck67Pre.2Rapi.3	0	0	Rapi	3	Pre	Bd-exposed	Rapi_3	2	0	0	73	79	4.101721928	12.02216268	0.6698	0.541377948	0.276007607	1.020243294	0.678276114	1.044016	14	0.4751	-0.28822445	0.39270105	0.115832469	0.03072872	0.008617907	0.006970274	28.24357674	22.46010257	18.61255843
1788.mck619Post.7Bubo.7	0	0	Anbo	7	Post	Control	Anbo_7	12	0		77	84	4.054276553	12.50844197	0.4546	0.373901624	0.271186628	1.067643655	0.719080622	1.158800939	8	0.3117	0.245963086	0.121286701	-0.179346818	0.106514203	-0.210729388	-0.091318468	28.24357674	22.46010257	18.61255843
1788.mck168Pre.4Buma.12	0	0	Rhma	9	Pre	Bd-exposed	Rhma_9	4	0	3.333333333	149	179.875	3.338400561	22.26743065	0.7098	0.439480454	0.391120526	1.17169383	0.961611928	0.719994772	7	0.0489	-0.425790004	-0.664016442	-0.242630914	-0.480484108	0.189053861	0.031776004	28.24357674	22.46010257	18.61255843
1788.mck758Post.10Raca.6	0	0	Raca	6	Post	Bd-exposed	Raca_6	16	0	0	93	98	3.234443885	14.8945263				0.984502882	0.8207547	0.996935972	7	0.6357	0.040499091	-0.232538179	-0.147980055	-0.45816733	-0.377572369	0.216676761	28.24357674	22.46010257	18.61255843
1788.mck670Post.8Bubo.2	4.333333333	1	Anbo	2	Post	Bd-exposed	Anbo_2	13	0	7.666666667	86	101.1111111	2.147162073	16.85217505	0.1845	0.594227235	0.098622738	2.595730822	1.075595117	1.66981278	6	0.7584	-0.499464139	-0.011110935	0.246471238	0.135407357	0.352898271	0.02688161	28.24357674	22.46010257	18.61255843
1788.mck159Pre.4Raca.10	0	0	Raca	10	Pre	Control	Raca_10	4	0		149	199.1666667	4.25160748	21.56936014	0.4655	0.534568164	0.173166378	1.201196914	0.718421467	0.721531118	9	0.0507	0.042977966	-0.334081885	-0.173761584	-0.469495541	0.345919403	0.205928949	28.24357674	22.46010257	18.61255843
1788.mck449Post.4Rapi.11	0	0	Rapi	11	Post	Control	Rapi_11	9	1		72	77.14285714	3.078194569	12.38620348	0.7175	0.657523372	0.358272338	1.569529539	0.691317021	0.666041152	8	0.272	-0.357823961	-0.017673766	0.211350176	0.162086746	-0.010203428	0.041191126	28.24357674	22.46010257	18.61255843
1788.mck707Post.9Buma.10	0	0	Rhma	10	Post	Control	Rhma_10	14	1		120	131.4	4.254339345	17.68123529	0.4133	0.212159978	0.179148525	1.231939339	0.822553711	0.598632645	12	0.5084	-0.268827741	-0.36465984	0.015695905	-0.115378993	-0.092696377	-0.031447719	28.24357674	22.46010257	18.61255843
1788.mck432Post.4Buma.5	0	0	Rhma	5	Post	Control	Rhma_5	9	0		132	137.8333333	4.694025955	18.62905116	0.3902	0.409852959	0.231413373	1.573296625	0.906048795	0.765903369	9	0.3455	-0.118022727	-0.31342842	0.04777335	-0.088222169	0.113886066	-0.00418967	28.24357674	22.46010257	18.61255843
1788.mck389Post.3Rapi.7	0	0	Rapi	7	Post	Control	Rapi_7	8	1		81	98.27272727	3.552864512	12.17627768	0.6357	0.556228429	0.187846792	1.242162261	0.86920522	0.830469974	11	0.1716	-0.264258189	0.006915192	0.121667895	0.384145108	-0.524967356	-0.00439797	28.24357674	22.46010257	18.61255843
1788.mck142Pre.2Osse.3	0	0	Osse	3	Pre	Bd-exposed	Osse_3	3	0	0	84	91	2.894126628	9.852824633	0.6286	0.622253733	0.29210539	1.334763122	0.791331233	0.700461736	12	0.8091	0.234713705	0.354417389	-0.061049958	0.323777033	-0.149112691	-0.088949307	28.24357674	22.46010257	18.61255843
1788.mck710Post.9Rapi.2	0	0	Rapi	2	Post	Bd-exposed	Rapi_2	14	1		179	220	3.911454716	27.59669722	0.3494	0.697967645	0.171261087	1.168316734	1.181013816	0.861360354	10	0.3425	-0.242653373	-0.884404784	0.161359355	0.270941492	0.655900739	0.002646647	28.24357674	22.46010257	18.61255843
1788.mck509Post.5Bubo.6	1.333333333	1	Anbo	6	Post	Bd-exposed	Anbo_6	10	0	3.666666667	52	61	2.590227775	10.09283617	0.3762	0.448887665	0.199977178	1.446211766	0.931317752	1.039212754	7	0.7384	0.533082183	0.476467419	0.13353063	0.160939439	0.177602383	-0.192950021	28.24357674	22.46010257	18.61255843
1788.mck706Post.9Buma.9	0	0	Rhma	9	Post	Bd-exposed	Rhma_9	14	0	3.333333333	141	164.6190476	3.198934625	19.55755632	0.3874	0.424842664	0.274250206	1.462582019	0.719119323	1.066569603	11	0.5141	-0.348633607	-0.558614735	-0.075953544	-0.094725547	-0.000586014	0.035780184	28.24357674	22.46010257	18.61255843
1788.mck598Post.7Buma.9	0	0	Rhma	9	Post	Bd-exposed	Rhma_9	12	0	3.333333333	129	165.9090909	3.979127111	18.67010859	0.3392	0.269673765	0.191517699	1.718151165	0.661244555	1.21385511	12	0.3846	-0.303681479	-0.482125002	-0.105107358	-0.06745235	-0.141931	0.038818654	28.24357674	22.46010257	18.61255843
1788.mck600Post.7Buma.11	0	0	Rhma	11	Post	Bd-exposed	Rhma_11	12	1		203	218.9545455	4.950519543	26.44468541	0.5946	0.464615787	0.288972756	1.028271676	1.158321974	0.911656003	12	0.2616	-0.224289947	-0.667225988	0.139323443	0.129430474	0.079934029	-0.011650367	28.24357674	22.46010257	18.61255843
1788.mck686Post.8Osse.9	0	0	Osse	9	Post	Control	Osse_9	13	0		50	51	4.320436784	8.292114873	0.6133	0.647804596	0.229657455	1.240748682	1.308125077	0.956733367	7	0.2574	0.066305139	0.501703306	0.227555216	0.610522495	-1.037604207	-0.145686759	28.24357674	22.46010257	18.61255843
1788.mck88Pre.1Osse.2	0	0	Osse	2	Pre	Bd-exposed	Osse_2	2	0	0	65	69.2	2.912218383	8.892522559				1.020681873	0.8363408	0.93822185	17	0.1983	0.48543127	0.813169489	0.314428855	-0.42964698	-0.096866483	-0.253040692	28.24357674	22.46010257	18.61255843
1788.mck330Post.2Rapi.1	0	0	Rapi	1	Post	Bd-exposed	Rapi_1	7	1		253	293.2857143	4.727987543	34.52498925	0.793	0.738925059	0.451390994	2.410686658	1.905977521	1.836940894	13	0.0827	-0.485523949	-0.710921514	-0.051604579	0.346233946	1.25658903	0.283974788	28.24357674	22.46010257	18.61255843
1788.mck158Pre.4Raca.11	0	0	Raca	9	Pre	Control	Raca_9	4	0		171	202.2	4.484443659	24.47419133	0.4876	0.473793959	0.229016587	1.03611152	0.572533075	0.72618173	5	0.1813	0.234174432	-0.51942982	-0.07102279	-0.4237557	0.812583	0.168300443	28.24357674	22.46010257	18.61255843
1788.mck40Pre.1Bubo.7	0	0	Anbo	7	Pre	Control	Anbo_7	1	0		86	116.6	4.206251967	9.48964802				0.644820709	0.756550649	0.427802703	18	0.4684	0.375647651	0.69374115	-0.021230256	-0.153957824	-0.285330479	-0.125005356	28.24357674	22.46010257	18.61255843
1788.mck179Pre.4Rapi.9	0	0	Rapi	9	Pre	Bd-exposed	Rapi_9	4	1		69	82.6	2.704049833	12.86146654				1.170897564	0.777297804	0.644770376	11	0.533	-0.138641235	0.101280851	-0.157344908	0.375676585	-0.009176549	-0.025552985	28.24357674	22.46010257	18.61255843
1788.mck246Pre.4Osse.1	0	0	Osse	1	Pre	Bd-exposed	Osse_1	5	0	0	144	162.75	4.064715587	17.83697287	0.4825	0.61426208	0.286727679	1.31264897	0.783701219	0.494797745	18	0.5143	0.254748816	0.21932331	0.06000751	0.316450474	0.555130413	-0.149389647	28.24357674	22.46010257	18.61255843
1788.mck74Pre.2Rapi.10	0	0	Rapi	10	Pre	Control	Rapi_10	2	1		79	85	3.404422868	11.49506825	0.7074	0.486358782	0.321835467	1.551909287	0.878019198	1.068659352	15	0.5972	0.211978809	0.223037555	0.17089699	-0.252348123	-0.143929414	0.027325368	28.24357674	22.46010257	18.61255843
1788.mck770Post.10Buma.8	0	0	Rhma	8	Post	Bd-exposed	Rhma_8	16	0	2.666666667	124	171.25	4.013410979	16.66299729				1.261560474	0.778163271	0.878468364	9	0.4819	-0.45563991	-0.345165692	0.119859655	0.050764134	-0.311947395	0.043817953	28.24357674	22.46010257	18.61255843
1788.mck515Post.5Osse.2	0	0	Osse	2	Post	Bd-exposed	Osse_2	10	0	0	129	135	4.820335359	20.08961306	0.3237	0.53545146	0.240119456	1.091724031	0.881352116	1.033325553	16	0.3321	0.146965021	-0.047461446	-0.312714062	0.341246231	0.701379876	-0.081312882	28.24357674	22.46010257	18.61255843
1788.mck460Post.4Bubo.10	0	0	Anbo	10	Post	Control	Anbo_10	9	0		60	82.75	3.419754046	9.575361281	0.5017	0.503666659	0.33440966	1.140217989	0.686837271	0.959399791	11	0.6272	0.28861228	0.443008797	-0.151035079	0.105179017	-0.294313405	-0.133065054	28.24357674	22.46010257	18.61255843
1788.mck119Pre.3Rapi.2	0	0	Rapi	2	Pre	Bd-exposed	Rapi_2	3	1		70	72.5	3.987737489	12.40057657	0.4607	0.434954328	0.208430509	1.807866446	0.821068199	0.598786153	9	0.4892	-0.150294668	0.146154798	0.017680756	0.185618585	-0.227284562	-0.058746784	28.24357674	22.46010257	18.61255843
1788.mck776Post.10Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	16	0	0	38	59	2.813942175	8.755906773				1.572879391	0.931209736	1.223602685	9	0.4839	-0.373130351	0.24426433	0.207222446	0.26007239	-0.7325889	0.020033085	28.24357674	22.46010257	18.61255843
1788.mck688Post.9Raca.1	0	0	Raca	1	Post	Bd-exposed	Raca_1	14	0	1.333333333	121	161.6153846	3.017267256	18.68981624				1.800247804	0.925303207	1.32928174	12	0.6679	-0.435610569	-0.42552181	0.218970037	0.07976628	-0.457350085	0.072145282	28.24357674	22.46010257	18.61255843
1788.mck611Post.7Rapi.11	0	0	Rapi	11	Post	Control	Rapi_11	12	1		120	133	3.952649357	17.78845877				1.431485231	0.698260229	0.851133112	17	0.2593	-0.107681419	-0.195788025	0.133060457	0.223750597	-0.371180845	0.032037498	28.24357674	22.46010257	18.61255843
1788.mck499Post.5Rapi.8	0	0	Rapi	8	Post	Control	Rapi_8	10	1		85	89.33333333	2.990285916	16.12880754	0.1715	0.494290564	0.071958028	1.610626121	0.733625055	0.676829983	9	0.385	-0.209010489	-0.107769897	0.116270412	0.278659251	0.062944946	-0.033192238	28.24357674	22.46010257	18.61255843
1788.mck255Pre.4Osse.10	0	0	Osse	10	Pre	Control	Osse_10	5	0		39	49	4.036728635	4.681639834	0.8386	0.670124491	0.441657371	1.519317075	1.335448783	0.495616115	7	0.2927	-0.193252362	1.267297547	0.085590409	-0.617778574	-0.694276232	-0.089477156	28.24357674	22.46010257	18.61255843
