	chao1
1788.mck56Pre.2Buma.3	170.0
1788.mck14Pre.1Buma.4	150.0909090909091
1788.mck435Post.4Buma.8	120.27272727272728
1788.mck301Post.1Osse.3	114.46153846153845
1788.mck471Post.5Raca.1	53.0
1788.mck450Post.4Rapi.12	95.125
1788.mck530Post.6Raca.7	86.0
1788.mck312Post.2Raca.4	70.5
1788.mck203Pre.5Raca.1	116.15789473684211
1788.mck283Post.1Rapi.7	129.25
1788.mck580Post.7Raca.1	172.29166666666666
1788.mck587Post.7Raca.8	147.0
1788.mck700Post.9Buma.3	124.6875
1788.mck562Post.6Bubo.6	66.1
1788.mck82Pre.2Bubo.6	85.0
1788.mck359Post.2Osse.8	74.0
1788.mck165Pre.4Buma.6	166.0
1788.mck598Post.7Buma.9	165.9090909090909
1788.mck788Post.11Bubo.5	103.6
1788.mck778Post.10Rapi.5	119.375
1788.mck99Pre.3Raca.3	151.05
1788.mck46Pre.2Raca.3	221.21875
1788.mck397Post.3Bubo.3	83.16666666666667
1788.mck495Post.5Rapi.4	73.5
1788.mck424Post.4Raca.7	112.9090909090909
1788.mck282Post.1Rapi.6	73.42857142857143
1788.mck97Pre.3Raca.1	96.36363636363636
1788.mck508Post.5Bubo.5	47.0
1788.mck313Post.2Raca.5	104.16666666666667
1788.mck270Post.1Buma.5	172.27272727272728
1788.mck660Post.8Rapi.4	54.0
1788.mck418Post.4Raca.1	78.55555555555556
1788.mck154Pre.4Raca.5	255.3
1788.mck563Post.6Bubo.7	96.0
1788.mck735Post.9Osse.6	140.64705882352942
1788.mck649Post.8Buma.4	155.0
1788.mck396Post.3Bubo.2	76.0
1788.mck642Post.8Raca.7	98.5
1788.mck721Post.9Bubo.1	49.625
1788.mck134Pre.3Bubo.5	73.625
1788.mck76Pre.2Rapi.12	132.07142857142858
1788.mck705Post.9Buma.8	123.23076923076923
1788.mck560Post.6Bubo.4	36.0
1788.mck754Post.10Raca.2	170.07142857142856
1788.mck281Post.1Rapi.5	79.57142857142857
1788.mck582Post.7Raca.3	84.2
1788.mck439Post.4Rapi.1	80.6
1788.mck540Post.6Buma.7	125.0
1788.mck722Post.9Bubo.2	63.0
1788.mck75Pre.2Rapi.11	106.5625
1788.mck395Post.3Bubo.1	82.14285714285714
1788.mck409Post.3Osse.5	82.75
1788.mck497Post.5Rapi.6	59.6
1788.mck175Pre.4Rapi.5	134.57142857142858
1788.mck553Post.6Rapi.9	60.2
1788.mck773Post.10Buma.11	165.0
1788.mck15Pre.1Buma.5	103.15384615384616
1788.mck577Post.6Control.Crickets	315.2
1788.mck561Post.6Bubo.5	73.2
1788.mck280Post.1Rapi.4	42.0
1788.mck78Pre.2Bubo.2	57.5
1788.mck8Pre.1Raca.8	76.0
1788.mck662Post.8Rapi.6	165.66666666666666
1788.mck67Pre.2Rapi.3	79.0
1788.mck272Post.1Buma.7	103.54545454545455
1788.mck25Pre.1Rapi.4	141.43478260869566
1788.mck64Pre.2Buma.11	173.0
1788.mck408Post.3Osse.4	65.33333333333333
1788.mck723Post.9Bubo.3	127.6
1788.mck640Post.8Raca.5	161.27586206896552
1788.mck333Post.2Rapi.4	102.16666666666667
1788.mck74Pre.2Rapi.10	85.0
1788.mck552Post.6Rapi.8	150.14285714285714
1788.mck364Post.3Raca.3	103.5
1788.mck491Post.5Buma.11	159.58823529411765
1788.mck529Post.6Raca.6	72.0
1788.mck168Pre.4Buma.12	179.875
1788.mck490Post.5Buma.10	153.54545454545456
1788.mck724Post.9Bubo.4	107.33333333333333
1788.mck104Pre.3Raca.8	119.76923076923077
1788.mck541Post.6Buma.8	133.25
1788.mck420Post.4Raca.3	119.875
1788.mck193Pre.3Osse.1	87.16666666666667
1788.mck584Post.7Raca.5	155.14285714285714
1788.mck717Post.9Rapi.9	114.66666666666667
1788.mck704Post.9Buma.7	111.25
1788.mck731Post.9Osse.2	441.3409090909091
1788.mck142Pre.2Osse.3	91.0
1788.mck725Post.9Bubo.5	78.8
1788.mck41Pre.1Bubo.8	96.6
1788.mck755Post.10Raca.3	279.61764705882354
1788.mck273Post.1Buma.8	120.83333333333333
1788.mck726Post.9Bubo.6	80.0
1788.mck248Pre.4Osse.3	119.875
1788.mck425Post.4Raca.8	199.03703703703704
1788.mck493Post.5Rapi.2	35.0
1788.mck358Post.2Osse.7	219.03846153846155
1788.mck429Post.4Buma.2	122.66666666666667
1788.mck158Pre.4Raca.11	202.2
1788.mck232Pre.5Rapi.9	300.3529411764706
1788.mck62Pre.2Buma.10	196.07142857142858
1788.mck798Post.10Osse.5	142.42857142857142
1788.mck567Post.6Osse.1	165.0909090909091
1788.mck479Post.5Raca.9	106.61538461538461
1788.mck586Post.7Raca.7	230.12
1788.mck643Post.8Raca.8	166.875
1788.mck159Pre.4Raca.10	199.16666666666666
1788.mck478Post.5Raca.8	55.0
1788.mck500Post.5Rapi.9	88.0
1788.mck211Pre.5Raca.12	206.75
1788.mck125Pre.3Rapi.8	72.625
1788.mck246Pre.4Osse.1	162.75
